datetime,open,high,low,close,volume,candle,bb_upper,bb_middle,bb_lower,returns,stoch_k,stoch_d,short_ema,long_ema,short_vama,long_vama,ticker,anomoly,trading,trend_cnt,dtrend_cnt,profit
2021-11-06 15:00:00,0.3348,0.3379,0.3313,0.3343,10038664.4012,-0.0005000000000000004,0.38920271437173337,0.34287,0.29653728562826664,-0.0014934289127837008,24.299999999999994,19.933333333333326,0.3329224680861921,0.33191342931054446,0.32806978790784064,0.3555725863623615,CROUSD,0,SELL,0.0,1.0,0.0
2021-11-06 17:00:00,0.3343,0.3374,0.3322,0.3364,8698591.201200001,0.0020999999999999908,0.3888728376699747,0.3437,0.2985271623300253,0.006281782829793636,26.399999999999984,25.166666666666657,0.33355495317456624,0.3323486668428956,0.32941997215130514,0.35688794437093524,CROUSD,0,SELL,0.0,0.0,0.0
2021-11-06 19:00:00,0.3364,0.3502,0.3355,0.3415,17764268.001199998,0.005100000000000049,0.38872031273033286,0.34466,0.3005996872696672,0.015160523186682706,37.278106508875766,29.32603550295858,0.3349998932364493,0.3332348587844182,0.3320029889088834,0.3578884852303403,CROUSD,0,SELL,1.0,0.0,0.0
2021-11-06 21:00:00,0.3409,0.3425,0.337,0.3409,9151258.801199999,0.0,0.3885547976972751,0.345485,0.3024152023027249,-0.0017569546120059787,44.14285714285712,35.94032121724428,0.336072874497369,0.3339759463836649,0.33290396875269057,0.3599478627673599,CROUSD,0,SELL,2.0,0.0,0.0
2021-11-06 23:00:00,0.341,0.3425,0.3305,0.3321,9281526.1012,-0.008900000000000019,0.384678791900505,0.343395,0.302111208099495,-0.02581402170724545,48.0434782608696,43.15481397086749,0.3353504044499791,0.3337948362225309,0.3322528561224653,0.35634742437339495,CROUSD,0,SELL,0.0,0.0,0.0
2021-11-07 01:00:00,0.3316,0.3344,0.3298,0.3308,3749710.7012,-0.0008000000000000229,0.3817409518583893,0.34160500000000005,0.3014690481416108,-0.003914483589280371,47.05882352941175,46.415052977712826,0.3345229370866257,0.3335060815807635,0.3326509736150479,0.35334012324378017,CROUSD,0,SELL,0.0,1.0,0.0
2021-11-07 02:00:00,0.3308,0.3324,0.3261,0.3324,2574887.6012,0.0015999999999999903,0.37701953657221515,0.33957,0.3021204634277848,0.0048367593712213,50.980392156862706,48.69423131571469,0.3341369023013137,0.3333995615833732,0.33323191657956525,0.3500576221154142,CROUSD,0,SELL,0.0,0.0,0.0
2021-11-07 04:00:00,0.3325,0.3412,0.3317,0.3411,3466254.4011999997,0.008599999999999997,0.3729948899602239,0.338175,0.3033551100397761,0.026173285198556107,72.3039215686275,56.781045751633975,0.33540304410828387,0.3341403544667075,0.33499150787369475,0.34705530877906626,CROUSD,0,SELL,1.0,0.0,0.0
2021-11-07 06:00:00,0.3406,0.3464,0.3362,0.3422,8787657.201200001,0.0015999999999999903,0.36055672304326136,0.33576,0.31096327695673864,0.0032248607446496713,75.00000000000003,66.09477124183007,0.3366389533372555,0.3349149574027938,0.33783735600643344,0.338793374986972,CROUSD,0,SELL,2.0,0.0,0.0
2021-11-07 08:00:00,0.3429,0.347,0.3383,0.3467,9659497.201200001,0.0038000000000000256,0.35149688606559026,0.33431,0.31712311393440973,0.0131502045587375,90.93264248704664,79.41218801855806,0.3384683545263609,0.33604661846182654,0.339694562738622,0.3348947252290884,CROUSD,0,BUY,3.0,0.0,0.0
2021-11-07 10:00:00,0.3467,0.3538,0.342,0.3529,15620098.701200001,0.006199999999999983,0.3529720253717207,0.33463000000000004,0.3162879746282794,0.017882895875396487,97.84688995215308,87.92651081306657,0.34109243087195096,0.3376636949687983,0.3430686799651793,0.33667158002142916,CROUSD,0,SELL,4.0,0.0,0.006137999999999984
2021-11-07 12:00:00,0.3529,0.3619,0.3507,0.3581,16575449.801199999,0.005199999999999982,0.35678435802858954,0.33630499999999997,0.3158256419714104,0.014735052422782502,92.3847695390781,93.72143399275927,0.344184851933589,0.3396231575090669,0.3464226506625975,0.3409611171461886,CROUSD,0,BUY,5.0,0.0,0.006137999999999984
2021-11-07 14:00:00,0.3582,0.369,0.3427,0.3483,22239065.1012,-0.00990000000000002,0.35809352125821375,0.3373,0.3165064787417862,-0.0273666573582797,57.58196721311477,82.60454223478199,0.3449330875498513,0.3404545708475848,0.3474448879033403,0.3427548236310119,CROUSD,0,HOLD,0.0,0.0,0.006137999999999984
2021-11-07 16:00:00,0.3478,0.3509,0.3444,0.3507,10742804.4012,0.0029000000000000137,0.35969810435233607,0.338225,0.31675189564766393,0.006890611541774394,57.342657342657375,69.10313136495007,0.3459816479028117,0.34143571511178566,0.34818252294992424,0.3436507951784534,CROUSD,0,HOLD,0.0,0.0,0.006137999999999984
2021-11-07 18:00:00,0.3509,0.3635,0.3484,0.3504,16328778.2012,-0.0005000000000000004,0.35990908513571424,0.33829,0.3166709148642857,-0.0008554319931566301,56.643356643356626,57.18932706637625,0.34678500396515904,0.3422937204415361,0.3494020949352284,0.3442913474355907,CROUSD,0,HOLD,0.0,0.0,0.006137999999999984
2021-11-07 20:00:00,0.3504,0.3565,0.3485,0.3565,7749198.0012,0.006099999999999994,0.36188395132699785,0.33991999999999994,0.31795604867300203,0.01740867579908678,70.86247086247083,61.616161616161605,0.34855140163251985,0.34365281028414624,0.35027131308816445,0.34541079241060463,CROUSD,0,HOLD,0.0,0.0,0.006137999999999984
2021-11-07 22:00:00,0.3566,0.3797,0.3554,0.3767,15635011.0012,0.020100000000000007,0.368850150443241,0.342485,0.316119849556759,0.056661991584852744,94.40298507462686,73.96960419348477,0.35366941099214777,0.34681301758353406,0.3533236568847662,0.34925998146590786,CROUSD,0,HOLD,1.0,0.0,0.006137999999999984
2021-11-08 00:00:00,0.3767,0.418,0.3762,0.3883,48022108.1012,0.0116,0.3774822637081569,0.34579,0.31409773629184307,0.03079373506769323,67.68226332970619,77.64923975560129,0.3599659646472971,0.3507787551446351,0.36060757242357255,0.3592102648426337,CROUSD,0,HOLD,2.0,0.0,0.006137999999999984
2021-11-08 02:00:00,0.3883,0.3915,0.37,0.3866,12729308.301199999,-0.0016999999999999793,0.38338922867902947,0.349085,0.3147807713209705,-0.004378058202420765,65.83242655059848,75.9725583183105,0.3648085687113935,0.3542017009778493,0.36313992309470666,0.36181614647007515,CROUSD,0,HOLD,0.0,0.0,0.006137999999999984
2021-11-08 04:00:00,0.3856,0.3971,0.3801,0.3927,13227922.4012,0.007099999999999995,0.3906970355542009,0.35198,0.31326296444579915,0.01577858251422648,72.47007616974973,68.66158868335147,0.36987978274629396,0.35787928597112234,0.36603246190359284,0.36428850331863577,CROUSD,0,HOLD,0.0,0.0,0.006137999999999984
2021-11-08 06:00:00,0.3926,0.419,0.3898,0.3931,34988829.5012,0.0005000000000000004,0.39678618281092615,0.35492,0.3130538171890739,0.0010185892538834285,70.33218785796107,69.54489685943643,0.374101670882927,0.361242808613204,0.37108703520306197,0.36847872562040185,CROUSD,0,HOLD,1.0,0.0,0.006137999999999984
2021-11-08 08:00:00,0.3931,0.4142,0.3922,0.4106,31210511.8012,0.017500000000000016,0.40633012026907483,0.35863,0.3109298797309252,0.04451793436784546,89.85507246376815,77.55244549715965,0.38073776988777197,0.3659551158041241,0.37706135145482017,0.37317291742090686,CROUSD,0,HOLD,2.0,0.0,0.006137999999999984
2021-11-08 10:00:00,0.4106,0.4188,0.395,0.4034,32787069.301200002,-0.00720000000000004,0.4126677284207212,0.36172499999999996,0.31078227157927873,-0.017535314174379035,80.66914498141263,80.28546843438062,0.38485819525943543,0.3695292709011004,0.38437790508306324,0.37666953195612224,CROUSD,0,HOLD,0.0,0.0,0.006137999999999984
2021-11-08 12:00:00,0.4034,0.4039,0.384,0.3843,20076771.8012,-0.019100000000000006,0.414800049899427,0.363895,0.31298995010057307,-0.04734754586018841,54.9350649350649,75.15309412674856,0.38475670481129315,0.37093885289063316,0.3867919158678978,0.3774370168805941,CROUSD,0,SELL,0.0,1.0,0.03207599999999998
2021-11-08 14:00:00,0.3845,0.3906,0.3795,0.3869,16649157.2012,0.0024000000000000132,0.4162162899770615,0.366635,0.3170537100229385,0.006765547749154388,57.92922673656622,64.51114555101458,0.38514639610528173,0.3724617439662431,0.39070014145720655,0.37835476471884827,CROUSD,0,BUY,0.0,0.0,0.03207599999999998
